biosampleId	id	individualId	libraryLayout	librarySelection	librarySource.id	librarySource.label	libraryStrategy	platform	platformModel.id	platformModel.label	runDate
OneK1K_79	RUN928	OneK1K_79	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_148	RUN929	OneK1K_148	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_106	RUN930	OneK1K_106	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_69	RUN931	OneK1K_69	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1082	RUN932	OneK1K_1082	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_693	RUN933	OneK1K_693	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_972	RUN934	OneK1K_972	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_320	RUN935	OneK1K_320	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_195	RUN936	OneK1K_195	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_91	RUN937	OneK1K_91	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_357	RUN938	OneK1K_357	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_424	RUN939	OneK1K_424	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_807	RUN940	OneK1K_807	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1002	RUN941	OneK1K_1002	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1011	RUN942	OneK1K_1011	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_839	RUN943	OneK1K_839	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_277	RUN944	OneK1K_277	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_772	RUN945	OneK1K_772	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_734	RUN946	OneK1K_734	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_982	RUN947	OneK1K_982	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_799	RUN948	OneK1K_799	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_480	RUN949	OneK1K_480	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_382	RUN950	OneK1K_382	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_584	RUN951	OneK1K_584	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_870	RUN952	OneK1K_870	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_87	RUN953	OneK1K_87	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_547	RUN954	OneK1K_547	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_579	RUN955	OneK1K_579	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_924	RUN956	OneK1K_924	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_268	RUN957	OneK1K_268	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_282	RUN958	OneK1K_282	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_117	RUN959	OneK1K_117	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_471	RUN960	OneK1K_471	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_745	RUN961	OneK1K_745	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_687	RUN962	OneK1K_687	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_836	RUN963	OneK1K_836	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_446	RUN964	OneK1K_446	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_639	RUN965	OneK1K_639	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_991	RUN966	OneK1K_991	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_193	RUN967	OneK1K_193	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1067	RUN968	OneK1K_1067	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_224	RUN969	OneK1K_224	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_99	RUN970	OneK1K_99	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_659	RUN971	OneK1K_659	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_736	RUN972	OneK1K_736	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_607	RUN973	OneK1K_607	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_37	RUN974	OneK1K_37	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_811	RUN975	OneK1K_811	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_691	RUN976	OneK1K_691	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_460	RUN977	OneK1K_460	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_332	RUN978	OneK1K_332	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1059	RUN979	OneK1K_1059	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1012	RUN980	OneK1K_1012	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1013	RUN981	OneK1K_1013	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_871	RUN982	OneK1K_871	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_724	RUN983	OneK1K_724	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_319	RUN984	OneK1K_319	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_45	RUN985	OneK1K_45	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_767	RUN986	OneK1K_767	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_721	RUN987	OneK1K_721	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_596	RUN988	OneK1K_596	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_92	RUN989	OneK1K_92	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_856	RUN990	OneK1K_856	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_559	RUN991	OneK1K_559	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_205	RUN992	OneK1K_205	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_663	RUN993	OneK1K_663	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_837	RUN994	OneK1K_837	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_804	RUN995	OneK1K_804	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_515	RUN996	OneK1K_515	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1005	RUN997	OneK1K_1005	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_375	RUN998	OneK1K_375	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_591	RUN999	OneK1K_591	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_891	RUN1000	OneK1K_891	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_287	RUN1001	OneK1K_287	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_473	RUN1002	OneK1K_473	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_47	RUN1003	OneK1K_47	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_238	RUN1004	OneK1K_238	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_295	RUN1005	OneK1K_295	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_785	RUN1006	OneK1K_785	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_679	RUN1007	OneK1K_679	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_472	RUN1008	OneK1K_472	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_242	RUN1009	OneK1K_242	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_697	RUN1010	OneK1K_697	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_153	RUN1011	OneK1K_153	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1064	RUN1012	OneK1K_1064	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1046	RUN1013	OneK1K_1046	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_894	RUN1014	OneK1K_894	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_545	RUN1015	OneK1K_545	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_134	RUN1016	OneK1K_134	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_454	RUN1017	OneK1K_454	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_381	RUN1018	OneK1K_381	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_230	RUN1019	OneK1K_230	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_795	RUN1020	OneK1K_795	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_387	RUN1021	OneK1K_387	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_202	RUN1022	OneK1K_202	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_486	RUN1023	OneK1K_486	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_952	RUN1024	OneK1K_952	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_141	RUN1025	OneK1K_141	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_939	RUN1026	OneK1K_939	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1056	RUN1027	OneK1K_1056	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_533	RUN1028	OneK1K_533	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_170	RUN1029	OneK1K_170	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_564	RUN1030	OneK1K_564	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_401	RUN1031	OneK1K_401	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_137	RUN1032	OneK1K_137	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_517	RUN1033	OneK1K_517	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_640	RUN1034	OneK1K_640	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1075	RUN1035	OneK1K_1075	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_503	RUN1036	OneK1K_503	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_754	RUN1037	OneK1K_754	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1076	RUN1038	OneK1K_1076	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_478	RUN1039	OneK1K_478	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1044	RUN1040	OneK1K_1044	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1016	RUN1041	OneK1K_1016	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_752	RUN1042	OneK1K_752	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1032	RUN1043	OneK1K_1032	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_186	RUN1044	OneK1K_186	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_167	RUN1045	OneK1K_167	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_922	RUN1046	OneK1K_922	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_944	RUN1047	OneK1K_944	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_709	RUN1048	OneK1K_709	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_38	RUN1049	OneK1K_38	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_180	RUN1050	OneK1K_180	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1043	RUN1051	OneK1K_1043	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1066	RUN1052	OneK1K_1066	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_60	RUN1053	OneK1K_60	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_575	RUN1054	OneK1K_575	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_544	RUN1055	OneK1K_544	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1081	RUN1056	OneK1K_1081	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_349	RUN1057	OneK1K_349	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_617	RUN1058	OneK1K_617	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_940	RUN1059	OneK1K_940	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_289	RUN1060	OneK1K_289	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_392	RUN1061	OneK1K_392	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_622	RUN1062	OneK1K_622	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_168	RUN1063	OneK1K_168	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_774	RUN1064	OneK1K_774	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_351	RUN1065	OneK1K_351	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_534	RUN1066	OneK1K_534	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_336	RUN1067	OneK1K_336	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_985	RUN1068	OneK1K_985	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1054	RUN1069	OneK1K_1054	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1033	RUN1070	OneK1K_1033	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_822	RUN1071	OneK1K_822	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_426	RUN1072	OneK1K_426	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1001	RUN1073	OneK1K_1001	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_187	RUN1074	OneK1K_187	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_427	RUN1075	OneK1K_427	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_203	RUN1076	OneK1K_203	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_674	RUN1077	OneK1K_674	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_270	RUN1078	OneK1K_270	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1045	RUN1079	OneK1K_1045	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	RNA-seq	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
